2025-07-29 18:48:22,052 |    DEBUG | download_and_convert_image:241 | 이미지 다운로드 + JPG 변환 시도: https://opstaryo.com/upfile/editor/2502/2751_1739603692.3945.gif
2025-07-29 18:48:22,052 |    DEBUG | download_and_convert_image:245 | 시도 1/3: https://opstaryo.com/upfile/editor/2502/2751_1739603692.3945.gif
2025-07-29 18:48:22,197 |    DEBUG | download_and_convert_image:248 | HTTP 응답 코드: 200
2025-07-29 18:48:22,197 |    DEBUG | download_and_convert_image:252 | Content-Type: image/gif
2025-07-29 18:48:22,209 |    DEBUG | download_and_convert_image:272 | 다운로드 완료: 254515 bytes
2025-07-29 18:48:22,209 |    DEBUG | convert_image_to_jpg:187 | 이미지 변환: 형식=GIF, 크기=(800, 444), 모드=P
2025-07-29 18:48:22,210 |    DEBUG | convert_image_to_jpg:191 | 애니메이션 GIF 감지, 첫 번째 프레임 추출
2025-07-29 18:48:22,210 |    DEBUG | convert_image_to_jpg:196 | 색상 모드 변환: P → RGB
2025-07-29 18:48:22,224 |    DEBUG | convert_image_to_jpg:225 | JPG 변환 완료: 254,515B → 86,942B (+65.8%) | 원본 형식: None
2025-07-29 18:48:22,227 |     INFO | download_and_convert_image:325 | ✅ JPG 변환 저장: 하남휴게텔-롤리팝쉬멜_05.jpg (86,942B)
2025-07-29 18:48:22,228 |     INFO |             <module>:610 | 이미지 5 다운로드 + 변환 성공
2025-07-29 18:48:22,234 |    DEBUG |             <module>:596 | 이미지 6 처리 시작: https://opstaryo.com/upfile/editor/2507/3831_1753103404.8615.gif
2025-07-29 18:48:22,234 |    DEBUG | download_and_convert_image:241 | 이미지 다운로드 + JPG 변환 시도: https://opstaryo.com/upfile/editor/2507/3831_1753103404.8615.gif
2025-07-29 18:48:22,234 |    DEBUG | download_and_convert_image:245 | 시도 1/3: https://opstaryo.com/upfile/editor/2507/3831_1753103404.8615.gif
2025-07-29 18:48:22,394 |    DEBUG | download_and_convert_image:248 | HTTP 응답 코드: 200
2025-07-29 18:48:22,394 |    DEBUG | download_and_convert_image:252 | Content-Type: image/gif
2025-07-29 18:48:22,680 |    DEBUG | download_and_convert_image:272 | 다운로드 완료: 2989173 bytes
2025-07-29 18:48:22,680 |    DEBUG | convert_image_to_jpg:187 | 이미지 변환: 형식=GIF, 크기=(800, 1400), 모드=P
2025-07-29 18:48:22,681 |    DEBUG | convert_image_to_jpg:191 | 애니메이션 GIF 감지, 첫 번째 프레임 추출
2025-07-29 18:48:22,681 |    DEBUG | convert_image_to_jpg:196 | 색상 모드 변환: P → RGB
2025-07-29 18:48:22,740 |    DEBUG | convert_image_to_jpg:225 | JPG 변환 완료: 2,989,173B → 480,418B (+83.9%) | 원본 형식: None
2025-07-29 18:48:22,743 |     INFO | download_and_convert_image:325 | ✅ JPG 변환 저장: 하남휴게텔-롤리팝쉬멜_06.jpg (480,418B)
2025-07-29 18:48:22,744 |     INFO |             <module>:610 | 이미지 6 다운로드 + 변환 성공
2025-07-29 18:48:22,751 |    DEBUG |             <module>:596 | 이미지 7 처리 시작: https://opview76.com/data/editor/2507/87cf49555fc79cc1d1be3e18bd7d52af_1753279163_9486.gif
2025-07-29 18:48:22,751 |    DEBUG | download_and_convert_image:241 | 이미지 다운로드 + JPG 변환 시도: https://opview76.com/data/editor/2507/87cf49555fc79cc1d1be3e18bd7d52af_1753279163_9486.gif
2025-07-29 18:48:22,751 |    DEBUG | download_and_convert_image:245 | 시도 1/3: https://opview76.com/data/editor/2507/87cf49555fc79cc1d1be3e18bd7d52af_1753279163_9486.gif
2025-07-29 18:48:22,904 |    DEBUG | download_and_convert_image:248 | HTTP 응답 코드: 200
2025-07-29 18:48:22,904 |    DEBUG | download_and_convert_image:252 | Content-Type: image/gif
2025-07-29 18:48:26,693 |    DEBUG | download_and_convert_image:272 | 다운로드 완료: 12927231 bytes
2025-07-29 18:48:26,693 |    DEBUG | convert_image_to_jpg:187 | 이미지 변환: 형식=GIF, 크기=(800, 1400), 모드=P
2025-07-29 18:48:26,694 |    DEBUG | convert_image_to_jpg:191 | 애니메이션 GIF 감지, 첫 번째 프레임 추출
2025-07-29 18:48:26,694 |    DEBUG | convert_image_to_jpg:196 | 색상 모드 변환: P → RGB
2025-07-29 18:48:26,751 |    DEBUG | convert_image_to_jpg:225 | JPG 변환 완료: 12,927,231B → 433,712B (+96.6%) | 원본 형식: None
2025-07-29 18:48:26,752 |     INFO | download_and_convert_image:325 | ✅ JPG 변환 저장: 하남휴게텔-롤리팝쉬멜_07.jpg (433,712B)
2025-07-29 18:48:26,754 |     INFO |             <module>:610 | 이미지 7 다운로드 + 변환 성공
2025-07-29 18:48:26,761 |    DEBUG |             <module>:596 | 이미지 8 처리 시작: https://hiop06.com/data/editor/2507/68c60d2625b7033b7072f1c68fa91282_1753279290_6435.gif
2025-07-29 18:48:26,762 |    DEBUG | download_and_convert_image:241 | 이미지 다운로드 + JPG 변환 시도: https://hiop06.com/data/editor/2507/68c60d2625b7033b7072f1c68fa91282_1753279290_6435.gif
2025-07-29 18:48:26,762 |    DEBUG | download_and_convert_image:245 | 시도 1/3: https://hiop06.com/data/editor/2507/68c60d2625b7033b7072f1c68fa91282_1753279290_6435.gif
2025-07-29 18:48:26,844 |  WARNING | download_and_convert_image:364 | 연결 오류: https://hiop06.com/data/editor/2507/68c60d2625b7033b7072f1c68fa91282_1753279290_6435.gif - 연결 오류: ('Connection aborted.', ConnectionResetError(10054, '현재 연결은 원격 호스트에 의해 강제로 끊겼습니다', None, 10054, None))
2025-07-29 18:48:26,844 |    DEBUG | download_and_convert_image:383 | 1초 대기 후 재시도...
2025-07-29 18:48:27,845 |    DEBUG | download_and_convert_image:245 | 시도 2/3: https://hiop06.com/data/editor/2507/68c60d2625b7033b7072f1c68fa91282_1753279290_6435.gif
2025-07-29 18:48:27,925 |  WARNING | download_and_convert_image:364 | 연결 오류: https://hiop06.com/data/editor/2507/68c60d2625b7033b7072f1c68fa91282_1753279290_6435.gif - 연결 오류: ('Connection aborted.', ConnectionResetError(10054, '현재 연결은 원격 호스트에 의해 강제로 끊겼습니다', None, 10054, None))
2025-07-29 18:48:27,926 |    DEBUG | download_and_convert_image:383 | 2초 대기 후 재시도...
2025-07-29 18:48:29,927 |    DEBUG | download_and_convert_image:245 | 시도 3/3: https://hiop06.com/data/editor/2507/68c60d2625b7033b7072f1c68fa91282_1753279290_6435.gif
2025-07-29 18:48:29,975 |  WARNING | download_and_convert_image:364 | 연결 오류: https://hiop06.com/data/editor/2507/68c60d2625b7033b7072f1c68fa91282_1753279290_6435.gif - 연결 오류: ('Connection aborted.', ConnectionResetError(10054, '현재 연결은 원격 호스트에 의해 강제로 끊겼습니다', None, 10054, None))
2025-07-29 18:48:29,976 |    ERROR | download_and_convert_image:387 | 다운로드 최종 실패: https://hiop06.com/data/editor/2507/68c60d2625b7033b7072f1c68fa91282_1753279290_6435.gif
2025-07-29 18:48:29,976 |    ERROR |             <module>:616 | 출근부 1: 이미지 8 다운로드/변환 실패: 최대 재시도 횟수 초과 (3회)
2025-07-29 18:48:29,983 |    DEBUG |             <module>:596 | 이미지 9 처리 시작: https://opstaryo.com/upfile/editor/2502/8091_1739603726.2062.gif
